simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,NL.FF.RS,NL.RS,NL.SE.FF.RS,NL.SE.RS,NL.SE.VF.RS,RS,SE.RS,BAU
,Unique,1,MI40006,IN,MWOR,Main,R,NA,NA,216,260,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with conceptual activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,82135,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,National Assessment of Educational Progress (NAEP) selected items,Rational Numbers,Rational Numbers Knowledge,3,79,80,159,328,0.637,0.1618081487747937,0.026434230992755353,Fraction Faceoff (fraction intervention) with conceptual activities vs. Control,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+RS,BAU,X,X,TV,BAU,NL+TES+RS+TV,BAU,N or NL + TES or SEO + VF or TV or RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,researcher compiled,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,1,0,0,0,-1
,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,217,261,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,86189,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction Calculations,Rational Numbers,Rational Numbers Computation,3,84,80,164,329,1.445,0.17460240310954314,0.030770691782810687,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,0,0,1,0,0,0,0,-1
,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,218,262,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,86189,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,84,80,164,330,0.958,0.16416802503526534,0.02720282288037166,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,independent,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,0,0,1,0,0,0,0,-1
,Unique,1,MI40006,IN,MWOR,Main,R,NA,NA,219,263,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,86189,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,National Assessment of Educational Progress (NAEP) selected items,Rational Numbers,Rational Numbers Knowledge,3,84,80,164,331,0.643,0.15946103032983525,0.025665277148664345,Fraction Faceoff (fraction intervention) with fluency building activities vs. Control,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,researcher compiled,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,0,0,1,0,0,0,0,-1
,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,220,264,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Fraction Faceoff (fraction intervention) with conceptual activities,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,87221,NA,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Fraction Calculations,Rational Numbers,Rational Numbers Computation,3,84,79,163,332,0.085,0.15606497704484928,0.02458515232955029,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NL+SE+FF+RS,NL+SE+RS,X,X,TV,TV,NL+TES+FF+RS+TV,NL+TES+RS+TV,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,N or NL + TES or SEO + VF or TV + RS or RV,49,14,NA,1,NA,Alternate Treatment,Active,1,Fractions knowledge intervention (Face-Off) with conceptual activities,,,,,,,18,,3,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,0,0,1,-1,0,0,0,0
,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,221,265,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Fraction Faceoff (fraction intervention) with conceptual activities,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,87221,NA,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,84,79,163,333,0.197,0.1563721796230412,0.02468203576513311,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NL+SE+FF+RS,NL+SE+RS,X,X,TV,TV,NL+TES+FF+RS+TV,NL+TES+RS+TV,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,N or NL + TES or SEO + VF or TV + RS or RV,49,14,NA,1,NA,Alternate Treatment,Active,1,Fractions knowledge intervention (Face-Off) with conceptual activities,,,,,,,18,,3,,4,,None,,independent,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,0,0,1,-1,0,0,0,0
,Unique,1,MI40006,IN,MWOR,Main,R,Unique,NA,222,266,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Fraction Faceoff (fraction intervention) with conceptual activities,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,87221,Unique,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,National Assessment of Educational Progress (NAEP) selected items,Rational Numbers,Rational Numbers Knowledge,3,84,79,163,334,0.038,0.15600868250706185,0.024567419200715934,Fraction Faceoff (fraction intervention) with fluency building activities vs. Fraction Faceoff (fraction intervention) with conceptual activities,243,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NL+SE+FF+RS,NL+SE+RS,X,X,TV,TV,NL+TES+FF+RS+TV,NL+TES+RS+TV,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,N or NL + TES or SEO + VF or TV + RS or RV,49,14,NA,1,NA,Alternate Treatment,Active,1,Fractions knowledge intervention (Face-Off) with conceptual activities,,,,,,,18,,3,,4,,None,,researcher compiled,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,0,0,1,-1,0,0,0,0
,NA,1,MI70140,IN,MWR,Main,R,NA,NA,420,503,NNMA,"Clarke, B., Nelson, N. J., Ketterlin Geller, L., Kosty, D., Smolkowski, K., Lesner, T., ... & Fien, H. (2022). Investigating the promise of a tier 2 sixth-grade fractions intervention. Learning Disability Quarterly, 45(4), 252-266.",Promoting Algebra Readiness (PARS) vs. Control,NA,"Clarke, Nelson et al. (2022)",Clarke et al. (2022),2022,"Clarke, Nelson et al. (2020)",No Match,Quasi-Experimental Design,90473,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,GM,NA,AIMSweb Mathematics Computation - 5th grade,General Mathematics Achievement,General Mathematics Achievement,1,107,82,189,353,0.145,0.14636741506747422,0.021596538036864572,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+RS,BAU,X,X,NA,BAU,NL+RS,BAU,N or NL + RS or RV,BAU,14,7,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,69.75,,16,,6,,None,,published,independent,2,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,1,0,0,0,0,0,-1
,NA,1,MI70140,IN,MWR,Main,R,NA,NA,421,504,NNMA,"Clarke, B., Nelson, N. J., Ketterlin Geller, L., Kosty, D., Smolkowski, K., Lesner, T., ... & Fien, H. (2022). Investigating the promise of a tier 2 sixth-grade fractions intervention. Learning Disability Quarterly, 45(4), 252-266.",Promoting Algebra Readiness (PARS) vs. Control,NA,"Clarke, Nelson et al. (2022)",Clarke et al. (2022),2022,"Clarke, Nelson et al. (2020)",No Match,Quasi-Experimental Design,90473,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,GM,NA,AIMSweb Mathematics Computation - 6th grade,General Mathematics Achievement,General Mathematics Achievement,1,107,84,191,354,0.145,0.14538437317142466,0.021305595564300978,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+RS,BAU,X,X,NA,BAU,NL+RS,BAU,N or NL + RS or RV,BAU,14,7,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,69.75,,17,,6,,None,,published,independent,2,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,1,0,0,0,0,0,-1
,Unique,1,MI70140,IN,MWR,Main,R,Unique,NA,422,505,NNMA,"Clarke, B., Nelson, N. J., Ketterlin Geller, L., Kosty, D., Smolkowski, K., Lesner, T., ... & Fien, H. (2022). Investigating the promise of a tier 2 sixth-grade fractions intervention. Learning Disability Quarterly, 45(4), 252-266.",Promoting Algebra Readiness (PARS) vs. Control,NA,"Clarke, Nelson et al. (2022)",Clarke et al. (2022),2022,"Clarke, Nelson et al. (2020)",No Match,Quasi-Experimental Design,90473,Unique,NA,NO,NA,NA,NA,Primary,NA,NA,,W,GM,NA,Algebra Readiness Progress Monitoring (ARPM),General Mathematics Achievement,General Mathematics Achievement,1,110,84,194,355,0.146,0.14452079049034164,0.02105060914000089,Promoting Algebra Readiness (PARS) vs. Control,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+RS,BAU,X,X,NA,BAU,NL+RS,BAU,N or NL + RS or RV,BAU,14,7,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,69.75,,18,,6,,None,,researcher,researcher developed,1,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,0,1,0,0,0,0,0,-1
,NA,1,MI70352,IN,MWOR,Main,R,NA,NA,453,554,NNMA,"Kiuhara, S. A., Gillespie Rouse, A., Dai, T., Witzel, B. S., Morphy, P., & Unker, B. (2020). Constructing written arguments to develop fraction knowledge. Journal of Educational Psychology, 112(3), 584–607. https://eric.ed.gov/?id=EJ1247124",FACT (Argumentative Writing for Fractions Understanding) vs. Control,NA,Kiuhara et al. (2020),NA,2020,Kiuhara et al. (2020),Match,Randomized Control Trial,90508,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,easyCBM for Numbers and Operations,Rational Numbers,Rational Numbers Knowledge,3,28,31,59,360,0.479,0.26092327768717904,0.06991676548465203,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE+RS,BAU,X,X,TV,BAU,TES+RS+N+TV,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,7,Western region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,19.7,,6,,5,,None,,published,independent,2,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1
,NA,1,MI70352,IN,MWOR,Main,R,NA,NA,454,555,NNMA,"Kiuhara, S. A., Gillespie Rouse, A., Dai, T., Witzel, B. S., Morphy, P., & Unker, B. (2020). Constructing written arguments to develop fraction knowledge. Journal of Educational Psychology, 112(3), 584–607. https://eric.ed.gov/?id=EJ1247124",FACT (Argumentative Writing for Fractions Understanding) vs. Control,NA,Kiuhara et al. (2020),NA,2020,Kiuhara et al. (2020),Match,Randomized Control Trial,90508,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Quality of mathematical reasoning,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,28,31,59,361,2.74,0.3579675306714421,0.13159607904397408,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE+RS,BAU,X,X,TV,BAU,TES+RS+N+TV,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,7,Western region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,19.7,,6,,5,,None,,researcher,researcher developed,1,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1
,Unique,1,MI70352,IN,MWOR,Main,R,Unique,NA,455,556,NNMA,"Kiuhara, S. A., Gillespie Rouse, A., Dai, T., Witzel, B. S., Morphy, P., & Unker, B. (2020). Constructing written arguments to develop fraction knowledge. Journal of Educational Psychology, 112(3), 584–607. https://eric.ed.gov/?id=EJ1247124",FACT (Argumentative Writing for Fractions Understanding) vs. Control,NA,Kiuhara et al. (2020),NA,2020,Kiuhara et al. (2020),Match,Randomized Control Trial,90508,Unique,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Rhetorical elements,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,28,31,59,362,2.735,0.3576518599207716,0.13136408751855033,FACT (Argumentative Writing for Fractions Understanding) vs. Control,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SE+RS,BAU,X,X,TV,BAU,TES+RS+N+TV,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,7,Western region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,19.7,,6,,5,,None,,researcher,researcher developed,1,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1
,NA,1,MI70737,IN,MWOR,Main,R,NA,NA,452,536,NNMA,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Cho, E., Fuchs, D., & Changas, P. (2023). Next-generation fraction intervention and the long-term advantage of interleaved instruction. Exceptional Children, 89(3), 332-352.",FRAX_I (interleaved fraction calculation)  vs. Control,NA,"Fuchs, Malone et al. (2023)",Fuchs et al. (2023),2023,"Fuchs, Malone et al. (2021)",No Match,Randomized Control Trial,90582_disagg_a,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,0-2 Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,44,50,94,387,2.51,0.27385604279797426,0.07623844294003868,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,NA,BAU,NL+FF+RS,BAU,N or NL + FF or FWOF + RS or RV,BAU,NA,12,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,26,,2,,4.5,,None,,independent,researcher developed,1,Tutors (graduate students and project coordinators),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
,NA,1,MI70737,IN,MWOR,Main,R,NA,NA,452,538,NNMA,"Fuchs, L. S., Malone, A. S., Preacher, K. J., Cho, E., Fuchs, D., & Changas, P. (2023). Next-generation fraction intervention and the long-term advantage of interleaved instruction. Exceptional Children, 89(3), 332-352.",FRAX_I (interleaved fraction calculation)  vs. Control,NA,"Fuchs, Malone et al. (2023)",Fuchs et al. (2023),2023,"Fuchs, Malone et al. (2021)",No Match,Randomized Control Trial,90582_disagg_a,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Equivalence from Go Math!,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,44,50,94,389,2.52,0.2743361607223921,0.07650599613152805,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,NA,BAU,NL+FF+RS,BAU,N or NL + FF or FWOF + RS or RV,BAU,NA,12,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,26,,2,,4.5,,None,,published,researcher developed,1,Tutors (graduate students and project coordinators),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
