simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,FF,FF.RS,NL.FF.RS,NL.RS,RS,VF.FF.RS,VF.RS,BAU,NL.SE.FF.RS,NL.SE.RS,NL.SE.VF.RS,SE.RS
94,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,494,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (2 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_a,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,ROOTS Assessment of Early Numeracy Skills (RAENS),Whole Numbers,General Mathematics Achievement,2,240,348,588,344,0.87,0.087545348092973,0.007683852334037063,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,2,,0,,None,,researcher,researcher developed,1,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,4,9,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
94,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,495,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (2 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_a,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Stanford Early School Achievement Test (SESAT),Whole Numbers,General Mathematics Achievement,2,237,343,580,345,0.37,0.0850532782901984,0.007252878419123464,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,2,,0,,None,,published,independent,2,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,6,11,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
94,Unique,1,MI70138,IN,MWOR,Main,W,NA,NA,419,496,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (2 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_a,Unique,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Test of Early Mathematics Ability - 3rd Edition (TEMA-3),Whole Numbers,General Mathematics Achievement,2,240,352,592,346,0.29,0.08402745697633798,0.007078606162981163,ROOTS (2 students per group; whole number understanding intervention) vs. Control,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,2,,0,,None,,published,independent,2,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,4,12,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
95,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,497,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (5 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_b,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Assessing Student Proficiency in Early Number Sense (ASPENS),Whole Numbers,General Mathematics Achievement,2,551,348,899,347,0.55,0.06963165461437058,0.004856687742716078,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,5,,0,,None,,researcher,independent,2,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,9,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
95,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,498,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (5 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_b,NA,0,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Early Numeracy Curriculum-Based Measures (EN-CBM): Oral Counting (OC),Whole Numbers,Counting & Cardinality,2,550,347,897,348,0.17,0.06861656082307294,0.004716135451651051,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,5,,0,,None,,researcher,researcher developed,1,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,10,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
95,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,499,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (5 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_b,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Number Sense Brief (NSB),Whole Numbers,General Mathematics Achievement,2,551,348,899,349,0.24,0.06864829325436478,0.004720480846164354,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,5,,0,,None,,independent,researcher developed,1,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,9,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
95,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,500,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (5 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_b,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,ROOTS Assessment of Early Numeracy Skills (RAENS),Whole Numbers,General Mathematics Achievement,2,558,348,906,350,0.91,0.07151355037387584,0.005122686743753382,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,5,,0,,None,,researcher,researcher developed,1,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,5,9,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
95,NA,1,MI70138,IN,MWOR,Main,W,NA,NA,419,501,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (5 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_b,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Stanford Early School Achievement Test (SESAT),Whole Numbers,General Mathematics Achievement,2,553,343,896,351,0.25,0.06892506221340079,0.0047586473912010555,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,5,,0,,None,,published,independent,2,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,7,11,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
95,Unique,1,MI70138,IN,MWOR,Main,W,Unique,NA,419,502,NNMA,"Clarke, B., Doabler, C., Turtura, J., Smolkowski, K., Kosty, D., Sutherland, M., Kurtz-Nelson, E., Fien, H., & Baker, S. (2020). Examining the efficacy of a kindergarten mathematics intervention by group size and initial skill implications for practice and policy: Implications for practice and policy. Elementary School Journal, 121(1), 125–153. https://eric.ed.gov/?id=EJ1270205",ROOTS (5 students per group; whole number understanding intervention) vs. Control,NA,"Clarke, Doabler et al. (2020)",Clarke et al. (2020),2020,"Clarke, Doabler et al. (2020)",Match,Randomized Control Trial,90429_disagg_b,Unique,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Test of Early Mathematics Ability - 3rd Edition (TEMA-3),Whole Numbers,General Mathematics Achievement,2,557,352,909,352,0.32,0.06844565249870957,0.00469256685991759,ROOTS (5 students per group; whole number understanding intervention) vs. Control,1149,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,126,23,"Massachusetts, Oregon",NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,16.666666666666668,,5,,0,,None,,published,independent,2,District employees and people hired for efficacy trial,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,8,12,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
97,NA,1,MI70194,IN,MWOR,Main,W,NA,NA,427,510,NNMA,"Doabler, C. T., Clarke, B., Kosty, D., Turtura, J. E., Firestone, A. R., Smolkowski, K., Jungjohann, K., Brafford, T. L., Nelson, N. J., Sutherland, M., Fien, H., & Maddox, S. A. (2019). Efficacy of a first-grade mathematics intervention on measurement and data analysis. Exceptional Children, 86(1), 77–94. https://eric.ed.gov/?id=EJ1229461",Precision Mathematics Level 1 (PM-L1; measurement and data analysis intervention) vs. Control,NA,Doabler et al. (2019),Doabler et al. (2019),2019,Doabler et al. (2019),Match,Randomized Control Trial,90475,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,WN,NA,Assessing Student Proficiency in Early Number Sense (ASPENS),Whole Numbers,General Mathematics Achievement,2,49,47,96,356,0.033,0.20254888836625054,0.04169043088498697,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VF+RS,BAU,X,X,N+SEO,BAU,VF+RS+N+SEO,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,10,5,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,16,,1,,1,,ipad,,researcher,independent,2,District employees and people hired for the study,school personnel and research staff,3,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1,NA,NA,NA,NA
97,NA,1,MI70194,IN,MWOR,Main,W,NA,NA,428,511,NNMA,"Doabler, C. T., Clarke, B., Kosty, D., Turtura, J. E., Firestone, A. R., Smolkowski, K., Jungjohann, K., Brafford, T. L., Nelson, N. J., Sutherland, M., Fien, H., & Maddox, S. A. (2019). Efficacy of a first-grade mathematics intervention on measurement and data analysis. Exceptional Children, 86(1), 77–94. https://eric.ed.gov/?id=EJ1229461",Precision Mathematics Level 1 (PM-L1; measurement and data analysis intervention) vs. Control,NA,Doabler et al. (2019),Doabler et al. (2019),2019,Doabler et al. (2019),Match,Randomized Control Trial,90475,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,WN,NA,Early Measurement CBM (EM-CBM),Whole Numbers,General Mathematics Achievement,2,49,47,96,357,0.446,0.20503653697752788,0.0427207798433203,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VF+RS,BAU,X,X,N+SEO,BAU,VF+RS+N+SEO,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,10,5,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,16,,1,,1,,ipad,,researcher,researcher developed,1,District employees and people hired for the study,school personnel and research staff,3,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1,NA,NA,NA,NA
97,NA,1,MI70194,IN,MWOR,Main,W,NA,NA,429,512,NNMA,"Doabler, C. T., Clarke, B., Kosty, D., Turtura, J. E., Firestone, A. R., Smolkowski, K., Jungjohann, K., Brafford, T. L., Nelson, N. J., Sutherland, M., Fien, H., & Maddox, S. A. (2019). Efficacy of a first-grade mathematics intervention on measurement and data analysis. Exceptional Children, 86(1), 77–94. https://eric.ed.gov/?id=EJ1229461",Precision Mathematics Level 1 (PM-L1; measurement and data analysis intervention) vs. Control,NA,Doabler et al. (2019),Doabler et al. (2019),2019,Doabler et al. (2019),Match,Randomized Control Trial,90475,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,WN,NA,easyCBM CCSS - Mathematics,Whole Numbers,General Mathematics Achievement,2,49,47,96,358,0.084,0.2026243693201877,0.04172150900998697,Precision Mathematics Level 1 (PM-L1; measurement and data analysis intervention) vs. Control,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VF+RS,BAU,X,X,N+SEO,BAU,VF+RS+N+SEO,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,10,5,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,16,,1,,1,,ipad,,published,independent,2,District employees and people hired for the study,school personnel and research staff,3,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1,NA,NA,NA,NA
97,Unique,1,MI70194,IN,MWOR,Main,W,Unique,NA,430,513,NNMA,"Doabler, C. T., Clarke, B., Kosty, D., Turtura, J. E., Firestone, A. R., Smolkowski, K., Jungjohann, K., Brafford, T. L., Nelson, N. J., Sutherland, M., Fien, H., & Maddox, S. A. (2019). Efficacy of a first-grade mathematics intervention on measurement and data analysis. Exceptional Children, 86(1), 77–94. https://eric.ed.gov/?id=EJ1229461",Precision Mathematics Level 1 (PM-L1; measurement and data analysis intervention) vs. Control,NA,Doabler et al. (2019),Doabler et al. (2019),2019,Doabler et al. (2019),Match,Randomized Control Trial,90475,Unique,NA,NO,NA,NA,NA,Primary,NA,NA,,W,WN,NA,Precision Mathematics Level 1 (PM-L1) assessment,Whole Numbers,Statistics,1,49,47,96,359,0.197,0.2030255642812923,0.0418868892183203,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VF+RS,BAU,X,X,N+SEO,BAU,VF+RS+N+SEO,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,10,5,Oregon,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,16,,1,,1,,ipad,,researcher,researcher developed,1,District employees and people hired for the study,school personnel and research staff,3,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,1,-1,NA,NA,NA,NA
101,NA,1,MI70732,IN,MWOR,Main,W,NA,NA,458,565,NNMA,"Powell, S. R., Berry, K. A., Fall, A.-M., Roberts, G., Fuchs, L. S., & Barnes, M. A. (2021). Alternative paths to improved word-problem performance: An advantage for embedding prealgebraic reasoning instruction within word-problem intervention. Journal of Educational Psychology, 113(5), 898–910. https://doi.org/10.1037/edu0000513",Pirate Math Equation Quest (PMEQ; word problem intervention) vs. Control,NA,"Powell, Berry, Fall et al. (2021)",Powell et al. (2023),2021,"Powell, Berry, Fall et al. (2021)",Match,Randomized Control Trial,90512_disagg_a,NA,0,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Texas Word Problems,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,91,114,205,366,1.96,0.17004581339880184,0.029130696911133368,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,,,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,103,13,Southwest region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,24,,1,,3,,None,,researcher,researcher developed,1,Research assistants,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,1,0,0,0,0,0,-1,NA,NA,NA,NA
